Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Infused Pre Rolls,Today's Herbal Choice | Forest Grove,Hold Safe FG,20.000,53.4,,,,Hellavated,Infused Preroll Pack - H,Infused Preroll Pack - H,,REC,5d60cc8e-a8c2-4f00-a3f6-c04ea3fa4263,Infused Joint Pack - .5g Hellavated 5pk Flavored - Blueberry Dream,2857b8a1-eaa0-454e-96bb-9a094aa86b77,,,$18.00,$360.00,$6.25,$125.00,HVJS5BD10426,2.67,Grams,each,10/07/2025 04:37:16 PM,,,07e9a811-97b0-4f58-bbc7-36afac21d0fe,,,6375,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000366375,,,,,,,,,,020-100609315B5,BJS A Grade,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Pre Rolls,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,8.01,,,,Hellavated,Infused Preroll Pack - H,Infused Preroll Pack - H,,REC,5d60cc8e-a8c2-4f00-a3f6-c04ea3fa4263,Infused Joint Pack - .5g Hellavated 5pk Flavored - Blueberry Dream,2857b8a1-eaa0-454e-96bb-9a094aa86b77,,,$18.00,$54.00,$6.25,$18.75,HVJS5BD10366,2.67,Grams,each,09/24/2025 06:47:47 PM,,10/15/2025 10:45:54 PM,3e1403c2-da74-43ba-a5e1-2be37ccc1aa9,,,0792,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000370792,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Pre Rolls,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,10.68,,,,Hellavated,Infused Preroll Pack - I,Infused Preroll Pack - I,,REC,7e4fb2db-7392-4306-a6f7-9c745ccd0e7e,Infused Joint Pack - .5g Hellavated 5pk Flavored - Grape Stomper,a9f379b7-aff5-4dc4-a87d-af135b8c3751,,,$18.00,$72.00,$6.25,$25.00,GuLN9JeL3m,2.67,Grams,each,07/30/2025 07:18:17 PM,,,c2955a83-05df-4216-ae74-3d761d658c10,,,3265,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000343265,,,,,,,,,,020-1017127471E,Self Made Cannabis Company,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,21.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Pre Rolls,Today's Herbal Choice | Forest Grove,Sales Floor FG,9.000,24.03,,,,Hellavated,Infused Preroll Pack - I,Infused Preroll Pack - I,,REC,ecd457e8-9192-430b-8c65-363c9abe06de,Infused Joint Pack - .5g Hellavated 5pk Flavored - Razberry Blitz,481b22b3-403e-4888-81b8-430ba1c7c778,,,$18.00,$162.00,$6.25,$56.25,HVJS5RB10146,2.67,Grams,each,09/24/2025 05:01:50 PM,,,fa91880c-8aab-4b3c-a3d8-ba0383898d4a,,,0789,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A401030004A831000370789,,,,,,,,,,020-1007671E29A,LW CULTIVATION,,,,,,,,,,,,,,,0.063,,,,,,,,,,,,,,,,,,,,19.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Pre Rolls,Today's Herbal Choice | Forest Grove,Sales Floor FG,8.000,21.36,,,,Hellavated,Infused Preroll - S,Infused Preroll - S,,REC,d570108a-38bd-44f7-bfff-dee4435444e4,Infused Joint Pack - .5g Hellavated 5pk Flavored - Strawberry Haze,ad0ed14a-f60d-44a3-9781-d8ba926c6e55,,,$18.00,$144.00,$6.25,$50.00,HVJS5SH10147,2.67,Grams,each,09/24/2025 04:55:36 PM,,,b7a3365e-707b-4b89-aebc-3261b8428c32,,,0790,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030004A831000370790,,,,,,,,,,020-1007671E29A,LW CULTIVATION,,,,,,,,,,,,,,,.001,,,,,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Hold Safe FG,5.000,12.5,,,,Higher Cultures,AIO Flavored - I,AIO Flavored - I,,REC,a199f00a-24de-4918-9a1b-c78508bc1268,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Blue Razz,2a8ef321-7931-410b-9965-f9fcf7a4dcee,,,$40.00,$200.00,$14.00,$70.00,HCBRFDC2G-56047,2.5,Grams,each,08/06/2025 01:34:02 PM,,,96a9d78f-0da0-44e6-9c08-347ae5cc275a,,,7172,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000177172,,,,,,,,,,020-1019918DC45,Gud Gardens,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,84.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,5,,,,Higher Cultures,AIO Flavored - S,AIO Flavored - S,,REC,7ad34426-ac4d-48fa-b977-0054ca137f6b,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Durban Poison,07cc9313-bb85-4c60-bafd-926fa7120816,,,$40.00,$80.00,$14.00,$28.00,ts1GBI6HSx,2.5,Grams,each,09/17/2025 12:15:06 PM,,,b39d056b-48c7-4356-8456-5edda9690655,,,HC - Durban Poison - Botanical Solition - 56087,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000180345,,,,,,,,,,020-10162519E14,Weedology Farms,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,81.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75,,,,,,,,,,2035.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,5,,,,Higher Cultures,AIO Flavored - I,AIO Flavored - I,,REC,ccaceb83-1fdf-42f0-83d6-11d839845a15,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Grape Krush,4f6f6c45-02f4-4f5c-bf29-d254205d5bc2,,,$40.00,$80.00,$14.00,$28.00,YssoZ0MKHi,2.5,Grams,each,09/23/2025 11:02:13 AM,,,04f66473-93f0-4ebf-a0d0-eedb9230296f,,,62625 - GRAPE KRUSH - BOTANICAL SOLUTION - 56055,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000180089,,,,,,,,,,020-1019918DC45,Gud Gardens,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,85.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,10,,,,Higher Cultures,AIO Flavored - I,AIO Flavored - I,,REC,65c116f9-bb69-4129-953e-faf8c13d7add,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Lime Sorbet,bcb01721-e1cf-4887-af81-5a84dbf55e3c,,,$40.00,$160.00,$14.00,$56.00,HCLSFDC2G-52394,2.5,Grams,each,07/15/2025 11:10:21 AM,,,1a082525-f005-4b97-80c9-5932aaf91ed7,,,4787,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000174787,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,,,,,,,,7.399,,,,,,,,,,,,,,,,,,,,80.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,12.5,,,,Higher Cultures,AIO Flavored - H,AIO Flavored - H,,REC,c65e5f8a-7dc9-47fd-bfee-9bc3de49c0be,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Magic Melon,75b4b4ce-bc1e-41c0-bf75-8714b210a713,,,$40.00,$200.00,$14.00,$70.00,HCMMFDC2G-56117,2.5,Grams,each,09/30/2025 08:05:46 PM,,,70809dd2-3e26-49c4-9d21-62fe0b87be22,,,82625 - MAGIC MELON - BOTANICAL SOLUTION - 56117,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000181400,,,,,,,,,,020-1017696DF8A,Desert River Flower Co,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,83.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,,,,,,,,,,2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Sales Floor FG,9.000,22.5,,,,Higher Cultures,AIO Flavored - S,AIO Flavored - S,,REC,5df52342-99b8-493b-8515-b25a1de16cd2,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Rocket Pop,a206513d-cdc4-4644-a405-619fb6aab4da,,,$40.00,$360.00,$8.30,$74.70,HCRPFDC2G-56130,2.5,Grams,each,10/07/2025 12:16:30 PM,,,69f58b6b-26a0-4048-84ab-9872f1e59089,,,82925 - ROCKET POP - BOTANICAL SOLUTION - 56130,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000180550,,,,,,,,,,020-1017696DF8A,Desert River Flower Co,,,,,,,,,,,,,,,0.609,,,,,,,,,,,,,,,,,,,,84.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,,,,,,,,,,2101.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Sales Floor FG,6.000,15,,,,Higher Cultures,AIO Flavored - I,AIO Flavored - I,,REC,71845f95-69da-44a1-8c60-0ec187c09d72,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Strawnana,78736baa-3c61-401a-89bd-c4fb9add9e2a,,,$40.00,$240.00,$14.00,$84.00,HCSNFDC2G-51164,2.5,Grams,each,04/02/2025 03:51:29 PM,,,d1f9827d-d4ac-47ca-97b6-f78c5d8576c3,,,11425 - STRAWNANAN - BOTANICAL SOLUTION - 51164,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000166571,,,,,,,,,,020-10078251221,Emerald Green Gardens,,,,,,,,,,,,,,,0.523,,,,,,,,,,,,,,,,,,,,86.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inhalable Cannabinoid,Today's Herbal Choice | Forest Grove,Hold Safe FG,5.000,12.5,,,,Higher Cultures,AIO Flavored - S,AIO Flavored - S,,REC,350902bb-e303-41e1-829e-20c2dcdc81ca,AIO - 2.5g Higher Cultures Flavored 2000mg THC - Tangie,f55c4528-3845-475d-beec-bfb43b93ea4d,,,$40.00,$200.00,$14.00,$70.00,HCTFDC2G-56114,2.5,Grams,each,09/30/2025 12:27:40 PM,,,6cbebaea-d78e-4d1a-94c8-45e06d63a70d,,,1422,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,1A40103000073A2000181422,,,,,,,,,,020-1017696DF8A,Desert River Flower Co,,,,,,,,,,,,,,,0.799,,,,,,,,,,,,,,,,,,,,84.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98,,,,,,,,,,2115.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,4,,,,Higher Cultures,Budder - I,Budder - I,,REC,6dab4fb7-ef4f-4886-99e5-a6f592b5ae77,Budder - 1g Higher Cultures - Detroit Breath - FG,42010d1e-ef89-4753-84f4-d05277210708,,,$16.66,$66.64,$6.00,$24.00,73a2000171686,1,Grams,each,05/29/2025 03:01:07 PM,,,f84fc7db-14f2-4f15-8759-2d98c623a8ed,,,1686,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000171686,,,,,,,,,,020-1019918DC45,Gud Gardens,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,73.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Higher Cultures,Budder - S,Budder - S,,REC,d547fe43-4806-4ce0-a5b7-3a20e53c9b3a,Budder - 1g Higher Cultures -  Pineapple Haze,b378b47c-8386-4160-b3e4-a7109b1aecbe,,,$16.66,$33.32,$7.50,$15.00,HCPHBUD1G-50724,1,Grams,each,10/07/2025 11:54:26 AM,,,0d7cdf05-f885-490a-993f-44908d89d783,,,0551,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000180551,,,,,,,,,,020-1019870C7ED,Gud Gardens,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,70.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,3,,,,Higher Cultures,Budder - H,Budder - H,,REC,1e01d1d9-9b00-4d80-be76-25538fc4e3d2,"Budder - 1g Higher Cultures - Red, White & Bacio",75cacc20-0086-49ba-a499-30cb24886dd3,,,$16.66,$49.98,$6.00,$18.00,HCRWBBUD1G-50728,1,Grams,each,09/04/2025 05:41:25 PM,,,e99bc305-6fad-429b-9aaa-368f91a548eb,,,7710,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000177710,,,,,,,,,,020-101719677E7,Gud Gardens,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,73.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,4,,,,Higher Cultures,Budder - S,Budder - S,,REC,8fbea49e-485f-4834-8c7f-bcc1ab1e1e48,Budder - 1g Higher Cultures - Warritos,09ee15db-9ccb-472c-976f-64b6676021c0,,,$16.66,$66.64,$8.00,$32.00,HCWARBUD1G-44613,1,Grams,each,10/18/2024 12:15:14 PM,,,cc13c19a-d75c-4e22-93c5-fe0061a1383d,,,9860,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000149860,,,,,,,,,,060-10035818084,The Dub Wholesale,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,71.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,1,,,,Higher Cultures,Budder - I,Budder - I,,REC,c7026edd-828c-4300-9496-65eaef00b48e,Budder - 1g  Higher Cultures - White Iverson,5833d371-ed6b-4223-be9b-039510845893,,,$16.66,$16.66,$6.00,$6.00,HCWIBUD1G-50640,1,Grams,each,09/17/2025 05:59:35 PM,,,901b88fa-2f8e-465a-bacc-43304558e7f2,,,0347,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000180347,,,,,,,,,,020-1016527F77A,Gud Gardens,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,74.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,3,,,,Higher Cultures,Canary Diamonds - I,Canary Diamonds - I,,REC,84cf48c2-51a0-4c1a-a5cb-f83fae8e3373,Canary Diamonds - 1g Higher Cultures - Banana Boatz,2af85b93-ae62-47d6-b7ba-9e225fe547d2,,,$25.00,$75.00,$10.00,$30.00,HCBBCAN1G-56178,1.0,Grams,each,10/15/2025 08:45:08 PM,,,c4dbb75e-8134-44aa-88bd-c8ab09483d4f,,,1834,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000181834,,,,,,,,,,020-1000435E8C8,Frontier Farms,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,82.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Higher Cultures,Canary Diamonds - I,Canary Diamonds - I,,REC,285cbc53-09a8-40f4-9c65-8ab6f2b1db5f,Canary Diamonds - 1g Higher Cultures - Donny Burger,1aa6cdc4-8ce2-4e23-b2fd-dc6260557ae3,,,$25.00,$50.00,$14.00,$28.00,HCDBCAN1G-56084,1,Grams,each,09/17/2025 05:35:51 PM,,,af67e6b3-d0ec-4e27-80ec-3397fc9a2876,,,0340,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000180340,,,,,,,,,,020-1000435E8C8,Frontier Farms,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,84.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Higher Cultures,Canary Diamonds - H,Canary Diamonds - H,,REC,8feff808-0493-4537-b1a3-c127dfe7a586,Canary Diamonds - 1g Higher Cultures - Secret Menu #6,35ab4a9f-64d4-4bd5-8a47-6c496ed81187,,,$25.00,$50.00,$14.00,$28.00,HCSMCAN1G-51087,1,Grams,each,09/09/2025 07:07:32 PM,,,9a8d188a-407b-46a3-8051-6396e9157814,,,121024 - SECRET MENU #6 - CANARY - 51087,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000178557,,,,,,,,,,020-1000435E8C8,Frontier Farms,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,85.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,5,,,0,Higher Cultures,Cartridge - S,Cartridge - S,,REC,2412db66-c130-417e-af27-99fef78b61c3,Cartridge - 1g Higher Cultures Dist. + Live Resin - Blue Dream,2ff4ca39-5c2b-4832-8e9e-19072face2b5,,,$22.50,$112.50,$12.00,$60.00,HCBDDLRC1G-56134,1.0,Grams,each,10/07/2025 12:21:36 PM,,,65ebddfc-973c-4843-9fe4-5038d03ea175,,,0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A40103000073A2000180548,,,,,,,,,,020-1008726A73B,"BUCO Farms, LLC",,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,81.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,5,,,,Higher Cultures,Cartridge - I,Cartridge - I,,REC,8df880fe-3a38-4c30-b539-3002385bbba4,Cartridge - 1g Higher Cultures Dist. + Live Resin - Double Cheeseburger,6684a9c9-4c63-48f4-a322-4d3c172d6016,,,$22.50,$112.50,$12.00,$60.00,HCDCDLRC1G-56074,1,Grams,each,10/07/2025 12:34:51 PM,,,ae496d2f-4710-497b-a39f-427ccddbc238,,,0549,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000180549,,,,,,,,,,020-10015154674,Galaxy Gardens,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,,,,,82.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,3,,,,Higher Cultures,Cartridge - I,Cartridge - I,,REC,64583e70-9859-4605-bb4b-3f861932e49b,Cartridge - 1g Higher Cultures Dist. + Live Resin - Grand Master Sexy,6d4b91c8-05d2-4489-862d-5b3d45a57fd7,,,$22.50,$67.50,$9.60,$28.80,HCGMSDLRC1G-56062,1,Grams,each,07/31/2025 03:45:59 PM,,,077aa278-3939-47d6-b25b-7fb43e612024,,,5208,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000175208,,,,,,,,,,020-1019918DC45,Gud Gardens,,,,,,,,,,,,,,,4.46,,,,,,,,,,,,,,,,,,,,79.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Hold Safe FG,5.000,5,,,,Higher Cultures,Cartridge - S,Cartridge - S,,REC,c00a28ed-2e55-434e-9159-8da4b63d9a72,Cartridge - 1g Higher Cultures Dist. + Live Resin - Sashimi,dcf07a2e-34a0-4910-bbe3-c9e03e3372b5,,,$22.50,$112.50,$9.60,$48.00,HCSDLRC1G-53718,1,Grams,each,09/09/2025 04:45:08 PM,,,c47a6504-97de-48c3-806a-0aacb8a7ce7f,,,8556,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000178556,,,,,,,,,,020-100269691F2,Bigsby Farms,,,,,,,,,,,,,,,2.20,,,,,,,,,,,,,,,,,,,,80.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,1,,,,Higher Cultures,Cartridge - S,Cartridge - S,,REC,2afd5b00-ed0b-41cc-8646-f3bd71274add,Cartridge - 1g Higher Cultures Dist. + Live Resin - Strawberry Limeade,4bf120a5-41a3-49c8-add2-48b16510a916,,,$22.50,$22.50,$9.60,$9.60,HCSLDLRC1G-56046,1,Grams,each,08/12/2025 11:29:07 AM,,,8bc7c9f1-5676-4321-8f6b-c88e3f1cf82e,,,6378,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A40103000073A2000176378,,,,,,,,,,020-1019918DC45,Gud Gardens,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,85.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
