Category,Store,Room,Quantity,Calculated Weight,Last Audit Date,Last Audit Quantity,Par Level,Brand,Product Type,Variant Type,Product Metadata,Med or Rec,Product Id,Product Name,Variant Id,Variant Name,Price Profile Name,Price,Total Price,Cost,Total Cost,SKU,Weight,Weight Unit of Measure,Reporting Unit of Measure,Created At,Inventory Notes,Last Discrepancy At,Inventory Id,Allergens,Batch Date,Batch Number,Cultivator License,Cultivator Name,Delay of Effects,Directions for Administration,ERP ID,ERP Name,Expiration Date,Extraction Method,Growth Method,Harvest Date,Ingredients,Invoice,Is Child-Resistant,Is Inhalable,Is Tamper-Evident,Is Tested,Manifest ID,Manufactured Date,MMUR Order Type,Notes,# of Seeds,# of Servings,Packaged By,Packaged Date,Paper Weight,Plant Count,Production Run Number,Registration Number,Regulatory ID,Requires Refrigeration,Secondary Supplier Licenses,Serving Size / Dosage,Solvents Used,Source Label,Storage Requirements,Strain Name,Strain Species,Supplier Address,Supplier License,Supplier Name,Supplier Phone,Tested By,Tested Date,Testing URL,Test Lot Number,Third-Party Display Name,Use By Date,Weight with Paper,% CBC,% CBC Range,% CBCV,% CBCV Range,% CBCa,% CBCa Range,% CBD,% CBD Range,% CBD-A,% CBD-A Range,% CBDV,% CBDV Range,% CBDVa,% CBDVa Range,% CBG,% CBG Range,% CBGa,% CBGa Range,% CBL,% CBL Range,% CBLa,% CBLa Range,% CBN,% CBN Range,% CBT,% CBT Range,% THC,% THC Range,% THC-A,% THC-A Range,% THCV,% THCV Range,% THCVa,% THCVa Range,% Total Active Cannabinoids (TAC),% delta-8 THC,% delta-8 THC Range,3-Carene,Borneol,Camphene,Camphor,Carvacrol,Carvone,Caryophyllene Oxide,Cedrol,Cis-Nerolidol,Cis-Ocimene,Citral,Eucalyptol,Farnesene,Farnesol isomer 1,Farnesol isomer 2,Fenchol,Fenchone,Gamma Terpinene,Geraniol,Geranyl Acetate,Grams of Concentrate,Grams of Flower,Guaiol,"High THC, Low CBD",Isoborneol,Isopulegol,Limonene,Linalool,"Low THC, High CBD",Menthol,Menthone,Mg CBC,Mg CBCV,Mg CBCa,Mg CBD,Mg CBD-A,Mg CBDV,Mg CBDVa,Mg CBG,Mg CBGa,Mg CBL,Mg CBLa,Mg CBN,Mg CBT,Mg THC,Mg THC-A,Mg THCV,Mg THCVa,Mg delta-8 THC,"Moderate THC, Moderate CBD",Nerol,Nootkatone,Octyl Acetate,Phytane,Piperitone,Pulegone,Sabinene,Sabinene Hydrate,Safranal,Squalene,Terpinen-4-ol,Terpineol,Terpinolene,Thymol,Total % THC,Total Terpenes,Total Terpenoids,Trans-Nerolidol,Trans-Ocimene,Valencene,Verbenone,m-Cymene,o-Cymene,p-Cymene,trans-β-Farnesene,α-Bisabolol,α-Cedrene,α-Humulene,α-Phellandrene,α-Pinene,α-Terpinene,α-Terpineol,α-Thujone,β-Caryophyllene,β-Myrcene,β-Ocimene,β-Pinene,γ-Terpinene,δ 3-Carene,δ-Limonene
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,27.6,,,,Angel,Gummy CBD CBG CBN Only,Gummy CBD CBG CBN Only,,REC,c2cf11a5-a33a-4e65-b1c0-a33038e62736,*Gummy - 33mg 1:1:1  Blossom - Blueberry Lemonade - GREEN LEAF SPECIAL,8d049924-2e4f-4a73-ab21-1630f2513ae2,,,$4.80,$14.40,$2.00,$6.00,PPGUHhkQ8F,9.2,Grams,each,09/04/2025 04:16:43 PM,,10/15/2025 10:32:14 PM,c6faf995-de9d-471d-9627-7c2be894d9de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000068773,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Angel,,,,REC,12fbd3fe-2e1f-4c3a-96e6-260e534f41f0,Live Resin - 1g Angel Light - Dream Queen - GREEN LEAF SPECIAL,4d240fc9-4823-485b-acb7-448d5fb077c5,,,$10.00,$20.00,$5.00,$10.00,0OJcgDTBfv,1,Grams,each,10/01/2025 10:33:46 AM,,,4d26fc4f-69b5-4fdc-a0be-0fca38758375,,,0014,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000AAB8000070014,,,,,,,,,,020-10075932728,Telos Consulting LLC,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,80.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Angel,Live Resin - H,Live Resin - H,,REC,36435ff9-b0a1-4c96-bf0b-e928ac9e4af2,Live Resin - 1g Angel Light - Lemonhead Crunch - GREEN LEAF SPECIAL,8fc7a62a-c327-400a-9308-bd78ee3ff033,,,$10.00,$20.00,$5.00,$10.00,SWcHfSMKua,1,Grams,each,08/28/2025 06:48:02 PM,,,e53559d7-46d1-40d1-a20c-6ed5248aec80,,,8502,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000AAB8000068502,,,,,,,,,,020-10076079E78,Capitola Management LLC,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Hold Safe FG,10.000,10,,,,Angel,Live Resin - S,Live Resin - S,,REC,3e423ab7-daa2-4047-b117-c322bcce4634,Live Resin - 1g Angel Light - Lucent Dream - GREEN LEAF SPECIAL,d1b74830-76a1-4b69-ac2e-61f59cd3114d,,,$10.00,$100.00,$5.00,$50.00,7reWwUFRJk,1,Grams,each,10/15/2025 10:11:18 PM,,,3dab08d3-860a-4797-8db5-6228a345844b,,,0648,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000AAB8000070648,,,,,,,,,,020-1006644C9FB,Dream Girl Cannabis,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,83.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,5,,,,Angel,Live Resin - I,Live Resin - I,,REC,11a26319-ea72-4269-b24c-5ddc17433775,Live Resin - 1g Angel Light - Sleepy  Kush - GREEN LEAF SPECIAL,40a99312-5733-4a25-b415-358f240ae3c6,,,$10.00,$50.00,$4.00,$20.00,HXQufxi6im,1,Grams,each,09/18/2025 04:26:14 PM,,,f93f8564-9ffa-457f-9f84-27f200232b3a,,,9420,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000AAB8000069420,,,,,,,,,,020-1002355DD81,Gong-Ji Farm LLC,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,7.000,7,,,,Angel,Live Resin - H,Live Resin - H,,REC,a657d3ff-77ff-4f25-8fbf-8420453f3b27,Live Resin - 1g Angel Light - Tiger Cake - GREEN LEAF SPECIAL,6b9a8c45-8237-48f8-bef4-16fb4b564089,,,$10.00,$70.00,$5.00,$35.00,tcYks72jOh,1,Grams,each,10/01/2025 10:25:02 AM,,,8daa0463-07df-4a69-bee3-f0f9f0f2a832,,,0019,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000AAB8000070019,,,,,,,,,,020-100891597EF,Farm Solutions DGP,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,83.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracts,Today's Herbal Choice | Forest Grove,Sales Floor FG,8.000,8,,,,Angel,Live Resin - I,Live Resin - I,,REC,098c6070-9623-49dc-b810-d10c94dd7551,Live Resin - 1g Angel Light - Trop Santo - GREEN LEAF SPECIAL,dc482bc3-0b10-40f4-ab2b-f3068d529f2a,,,$10.00,$80.00,$5.00,$40.00,5g5xSWYWgv,1,Grams,each,08/05/2025 05:12:35 PM,,,b6d11061-75f9-4d22-88fd-55eb4db6d7f0,,,7341,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,1A401030000AAB8000067341,,,,,,,,,,020-10076079E78,Capitola Management LLC,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topicals,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,10.14,,,,Angel,Body Lotion,Body Lotion,,REC,7b4d607a-8673-4bb7-9ef2-a2c66a4704c2,Lotion - Angel - Balanced Relief 1:1: CBD/THC,91daff4c-ec9b-412d-942a-caa72095bb2c,,,$50.00,$150.00,$20.00,$60.00,cbdthclotion,3.38,FluidOunces,each,09/04/2025 07:38:39 PM,,,2510ed6c-2099-43e6-9239-44df0281e0df,,2020-10-16,8774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000068774,,,,,,,,,,020-100758249F3,"Waterwheel Ventures, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.0,,,,,,,,,,864.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,3.38,,,,Angel,Body Lotion,Body Lotion,,REC,17ed8030-b610-451d-8780-1e4fe77df5ee,Lotion - Angel - Calming 1:1: CBD/CBG,ae4d119e-c5ac-426d-b0bd-1ab6efd8b129,,,$45.00,$45.00,$20.00,$20.00,850012090373,3.38,Milliliters,each,09/04/2025 07:54:50 PM,,,0701303b-6456-443f-882c-1f2c17bd660e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000068775,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,16.9,,,,Angel,Lotion,Lotion,,REC,a46e4e30-4beb-4b6d-bcf9-d1d2288c894d,Lotion - Angel - Extra Strength CBD,352b6ef9-d3c6-4748-8f7f-3cb2ec10880e,,,$45.00,$225.00,$25.00,$125.00,UqTo5eHsPY,3.38,FluidOunces,each,10/21/2024 01:02:09 PM,,,06834940-7837-4736-a5b8-79979d76d3ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000054219,,,,,,,,,,060-1003632ACAB,ABC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.981,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinctures,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,1,,,,Angel,Tincture,Tincture,,REC,2c8cab41-2093-4fc3-9b55-7348f942dfdf,"Tincture - 1,000mg Angel - Citrus THC/CBG",0303205e-fd4e-4cd1-a732-7c5011242ee7,,,$60.00,$60.00,$27.00,$27.00,850012090601,1,FluidOunces,each,08/06/2025 11:04:02 AM,,,8e932bbb-dda0-40a4-abbb-b14eb8b0e283,,,7284,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,1A401030000AAB8000067284,,,,,,,,,,020-1016621BCD7,SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinctures,Today's Herbal Choice | Forest Grove,Hold Safe FG,3.000,3,,,,Angel,Tincture,Tincture,,REC,2c8cab41-2093-4fc3-9b55-7348f942dfdf,"Tincture - 1,000mg Angel - Citrus THC/CBG",0303205e-fd4e-4cd1-a732-7c5011242ee7,,,$60.00,$180.00,$27.00,$81.00,ZVXNykCuDI,1,FluidOunces,each,09/18/2025 04:32:22 PM,,,caa7a23d-6af1-4642-b0fa-8bce7082ae91,,,9415,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,1A401030000AAB8000069415,,,,,,,,,,020-1016621BCD7,SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinctures,Today's Herbal Choice | Forest Grove,Sales Floor FG,10.000,3.3,,,,Angel,Tincture,Tincture,,REC,5a02ce45-beef-4ca0-89e6-f93c8bde8995,"Tincture - 1,000mg Angel - Flavorless THC",037843ff-5d54-402c-8ed5-a7d70548d081,,,$25.00,$250.00,$12.00,$120.00,850012090809,0.33,FluidOunces,each,10/15/2025 10:03:48 PM,,,15d9afb8-6a2c-4f1f-94f1-6e09294f2892,,,0637,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,1A401030000AAB8000070637,,,,,,,,,,020-1006644C9FB,Dream Girl Cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Hold Safe FG,3.000,3,,,,Angel,Tincture,Tincture,,REC,fd616fdc-5290-4094-8061-2749cfa80c1b,"Tincture - 1,500mg CBG Angel - Flavorless CBG",f0d8fe3e-2689-4ec4-a740-8d9b2b6f8823,,,$42.00,$126.00,$20.00,$60.00,gaXcDzEWDt,1,FluidOunces,each,09/30/2025 01:11:58 PM,,,998250ea-6cec-4f64-936f-aaaa37e1938e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000070016,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,1,,,,Angel,Tincture,Tincture,,REC,fd616fdc-5290-4094-8061-2749cfa80c1b,"Tincture - 1,500mg CBG Angel - Flavorless CBG",f0d8fe3e-2689-4ec4-a740-8d9b2b6f8823,,,$42.00,$42.00,$20.00,$20.00,850012090625,1,FluidOunces,each,09/04/2025 04:37:52 PM,,,f06a34c3-0d5e-4ff7-b5c5-6168c6ab8e1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000068772,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Angel,Tincture,Tincture,,REC,2dcc8989-436c-458b-944f-9d2761665036,"Tincture - 3,000mg CBD Angel - Flavorless CBD",058e556c-f1e0-4254-b7ea-b4f438600f63,,,$80.00,$160.00,$25.00,$50.00,850012090014,1,FluidOunces,each,07/24/2025 11:50:38 AM,,,57acd947-c31d-46ef-a95c-b6a2862bcaa0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000066774,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,10.62,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,90,,,,Angel,Tincture,Tincture,,REC,a700c795-a7ae-48db-9f63-30f0faef8fe5,"Tincture - 3,000mg CBG Angel - Flavorless CBG",ae7d5305-7808-4e09-9afc-7f0bb76f0d9e,,,$80.00,$240.00,$25.00,$75.00,MJM07wQ4HS,30,Milliliters,each,09/30/2025 01:13:26 PM,,,b47483a6-cd6a-4739-ade4-d1a4d1805798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000070017,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,4,,,,Angel,CBD Tincture,CBD Tincture,,REC,f5d7838e-fde1-4c2d-a2ef-af27c92ca165,"Tincture - 6,000mg CBD Angel - Flavorless CBD",c17f829e-dbc8-415b-a9d5-22be6c0e6e0f,,,$50.00,$200.00,$30.00,$120.00,850012090021,1,FluidOunces,each,09/04/2025 06:47:25 PM,,,58b293cd-75d5-4efc-a170-aad93478371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000068771,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,21.209,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272.24,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,2.000,2,,,,Angel,1:1 CBG/CBD,1:1 CBG/CBD,,REC,da359a9f-75f6-43b8-a9e1-51f9cbbca429,Tincture - Angel - 1500mg Zoom 1:1 CBG/CBD,acac7ffc-2a14-4a45-a612-feef69a44114,,,$42.00,$84.00,$25.00,$50.00,cbgcbd1500,1,FluidOunces,each,09/18/2025 04:28:41 PM,,,1a91410d-87e4-4ad4-a401-2491662ed3da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000069416,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,5.021,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.89,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Hold Safe FG,3.000,3,,,,Angel,1:1 CBG/CBD,1:1 CBG/CBD,,REC,da359a9f-75f6-43b8-a9e1-51f9cbbca429,Tincture - Angel - 1500mg Zoom 1:1 CBG/CBD,acac7ffc-2a14-4a45-a612-feef69a44114,,,$42.00,$126.00,$25.00,$75.00,cNNBIoQSiZ,1,FluidOunces,each,10/01/2025 10:20:14 AM,,,72a5c4c9-4ca2-465d-9668-0a5ce8801a3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000070018,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tinctures,Today's Herbal Choice | Forest Grove,Sales Floor FG,4.000,4,,,,Angel,Tincture,Tincture,,REC,e3abcd9d-07db-4b21-8051-2d0af3227478,Tincture - Angel Rainbow 1:1:1:1 THC/CBD/CBG/CBN,66c6fdcd-ea39-4498-8b37-bc05940d87b3,,,$48.00,$192.00,$30.00,$120.00,850012090540,1,FluidOunces,each,09/04/2025 06:43:04 PM,,,f1261fe2-928c-45ae-a285-e0d14cfa1c95,,,8770,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,1A401030000AAB8000068770,,,,,,,,,,020-1002355DD81,Gong-Ji Farm LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemp,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,3,,,,Angel,Tincture,Tincture,,REC,9ab1d7aa-d315-4e12-91be-057818fc43ca,Tincture - Angel Rainbow 1:1:1 CBD/CBG/CBN,bd8dd6de-775e-40e2-b89b-f989548b48df,,,$42.00,$126.00,$25.00,$75.00,850012090533,1,FluidOunces,each,07/24/2025 11:53:49 AM,,,57a1a1a1-97f9-4086-8ae1-7b2085116b74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A401030000AAB8000066773,,,,,,,,,,030-1013712DE7C,Angel1,,,,,,,,,,,,,,,4.897,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,,,,,Barkley Glass,Hand Pipe,Hand Pipe,,,377f0849-2566-4a83-9217-2d5224908b60,Pipe - Blue Spoon w/ Fumed Dots Hand Pipe,fcc6101d-3207-4237-b2a0-a68b117be7c2,,,$26.00,$78.00,$6.50,$19.50,5yByBJPMwr,,,,05/16/2025 03:33:22 PM,,,2034e729-9d1d-4835-821a-e9122c86200d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,,,,,Barkley Glass,Hand Pipe,Hand Pipe,,,e7829299-ea8b-49b6-ab53-75dfcb8206da,Pipe - Fumed Color Wrapped Bowl Sherlock Hand Pipe,660e9df9-8c57-4f6a-861c-88494fccd2b0,,,$36.00,$180.00,$9.00,$45.00,NRFji84s2o,,,,05/16/2025 02:38:39 PM,,,e29a61e9-69d3-451d-b38e-b56d45fbaf19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,,,,,Barkley Glass,Hand Pipe,Hand Pipe,,,5c1e65b7-64a3-406b-91da-1f2565b36967,Pipe - Fumed Silver and Gold Spoon Hand Pipe,bd5f1a32-cc2a-4374-bde3-ee51ee16a239,,,$24.00,$24.00,$6.00,$6.00,aaJrMzeyBc,,,,05/16/2025 03:22:31 PM,,,a5468fba-63d2-42fb-a487-b41cc846236a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,3.000,,,,,Barkley Glass,Hand Pipe,Hand Pipe,,,6225fdad-ced3-4dc6-a8a4-54c0961be267,Pipe - Fumed Spoon w/ Frit Tip Hand Pipe,35e39064-b6fa-4fd4-b6f3-41afee235d84,,,$24.00,$72.00,$6.00,$18.00,436NfNz5Yk,,,,05/16/2025 03:35:16 PM,,,561afbc7-c357-4bc6-87e1-c4547c371a64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,1.000,,,,,Barkley Glass,Hand Pipe,Hand Pipe,,,3372e08d-105b-471d-926d-01674f913ece,Pipe - Fumed Spoon w/ Wrapped Bowl Flat Mouth Hand Pipe,96bdc65f-8f74-443c-9227-4a3a06102f55,,,$40.00,$40.00,$10.00,$10.00,nkzHbyUMS4,,,,05/16/2025 03:43:19 PM,,,8ba70dcb-38dd-44c9-b2bb-dbc3dc9a8fe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessories,Today's Herbal Choice | Forest Grove,Sales Floor FG,5.000,,,,,Barkley Glass,Hand Pipe,Hand Pipe,,,af53dce0-51cc-4012-b3aa-9f58509e8148,Pipe - Fumed Steamroller Hand Pipe,053f061d-ff06-4495-bca5-ef8f000ab1fd,,,$28.00,$140.00,$7.00,$35.00,5JosAAZCZz,,,,05/16/2025 03:29:46 PM,,,6527e600-b18b-4459-9a51-fba1a14ca011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
